region,type_source,type,type_v01,residential_type,remove,english_name,source_datasets
germany,Kiosk;Toilette,commercial,non-residential,,False,Kiosk,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Kirche,public,non-residential,,False,church,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Kirche;Kapelle,public,non-residential,,False,church,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Kirche;Kindergarten,public,non-residential,,False,church,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,"Kirchturm, Glockenturm",public,,,False,Church tower;Bell tower,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,"Kirchturm, Glockenturm;Stadt-, Torturm",public,,,False,Church tower;City/Gate tower,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Kloster,public,non-residential,,False,monastery,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Kloster;Kapelle,public,non-residential,,False,monastery,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Kontrollturm,others,,,False,Control tower,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Konzertgebäude,public,non-residential,,False,concert building,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Kran,industrial,,,False,Crane,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Krankenhaus,public,non-residential,,False,hospital,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Krankenhaus;Apotheke,public,non-residential,,False,hospital,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Krankenhaus;Kindergarten,public,non-residential,,False,hospital,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Krankenhaus;Parkdeck,public,non-residential,,False,hospital,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Krankenhaus;Rettungsstelle,public,non-residential,,False,hospital,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Kreditinstitut,commercial,non-residential,,False,credit institution,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Kreditinstitut;Apotheke,commercial,non-residential,,False,credit institution,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Kreditinstitut;Arztpraxis,commercial,non-residential,,False,credit institution,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Kreditinstitut;Bankfiliale,commercial,non-residential,,False,credit institution,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Kreditinstitut;Geschäft,commercial,non-residential,,False,credit institution,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Kreditinstitut;Polizeiwache,commercial,non-residential,,False,credit institution,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Kreditinstitut;Tiefgarage,,non-residential,,True,credit institution,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Kreditinstitut;Touristisches Informationszentrum,commercial,non-residential,,False,credit institution,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Kreisverwaltung,public,non-residential,,False,district administration,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Krematorium,public,non-residential,,False,crematorium,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Kühlhaus,industrial,non-residential,,False,cold store,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Kühlturm,industrial,,,False,Cooling tower,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Laden,commercial,non-residential,,False,Laden,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Laden;Apotheke,commercial,non-residential,,False,Laden,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Laden;Apotheke;Arztpraxis;Bankfiliale,commercial,non-residential,,False,Laden,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Laden;Arztpraxis,commercial,non-residential,,False,Laden,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Laden;Gaststätte,commercial,non-residential,,False,Laden,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Laden;Geschäft,commercial,non-residential,,False,Laden,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Laden;Parkdeck,commercial,non-residential,,False,Laden,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Laden;Post,commercial,non-residential,,False,Laden,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Laden;Spielkasino,commercial,non-residential,,False,Laden,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Laden;Supermarkt,commercial,non-residential,,False,Laden,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Laden;Tiefgarage,,non-residential,,True,Laden,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Laden;Toilette,commercial,non-residential,,False,Laden,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,"Lagerhalle, Lagerschuppen, Lagerhaus",industrial,non-residential,,False,"Warehouse, storage shed, storehouse","gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,"Lagerhalle, Lagerschuppen, Lagerhaus;Apotheke",industrial,non-residential,,False,"Warehouse, storage shed, storehouse","gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,"Lagerhalle, Lagerschuppen, Lagerhaus;Geschäft",industrial,non-residential,,False,"Warehouse, storage shed, storehouse","gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,"Lagerhalle, Lagerschuppen, Lagerhaus;Museum",industrial,non-residential,,False,"Warehouse, storage shed, storehouse","gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,"Lagerhalle, Lagerschuppen, Lagerhaus;Parkdeck",industrial,non-residential,,False,"Warehouse, storage shed, storehouse","gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,"Lagerhalle, Lagerschuppen, Lagerhaus;Post",industrial,non-residential,,False,"Warehouse, storage shed, storehouse","gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,"Lagerhalle, Lagerschuppen, Lagerhaus;Toilette",industrial,non-residential,,False,"Warehouse, storage shed, storehouse","gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Land- und forstwirtschaftliches Betriebsgebäude,agricultural,non-residential,,False,Agricultural and forestry company building,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Land- und forstwirtschaftliches Betriebsgebäude;Gaststätte,agricultural,non-residential,,False,Agricultural and forestry company building,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Land- und forstwirtschaftliches Wohn- und Betriebsgebäude,agricultural,residential,,False,Agricultural and forestry residential and company building,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Land- und forstwirtschaftliches Wohn- und Betriebsgebäude;Bankfiliale,agricultural,residential,,False,Agricultural and forestry residential and company building,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Land- und forstwirtschaftliches Wohn- und Betriebsgebäude;Gaststätte,agricultural,residential,,False,Agricultural and forestry residential and company building,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Land- und forstwirtschaftliches Wohngebäude,residential,residential,,False,Agricultural and forestry residential building,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,"Laufkran, Brückenlaufkran",industrial,,,False,Overhead crane,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Leuchtturm,others,,,False,Lighthouse,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Loggia,others,,,False,Loggia,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,"Lokschuppen, Wagenhalle",industrial,non-residential,,False,"Locomotive shed, wagon hall","gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,"Lokschuppen, Wagenhalle;Museum",industrial,non-residential,,False,"Locomotive shed, wagon hall","gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Markthalle,commercial,non-residential,,False,Markthalle,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Markthalle;Supermarkt,commercial,non-residential,,False,Markthalle,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Mast,,,,True,Mast,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Messehalle,commercial,non-residential,,False,Messehalle,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Moschee,public,non-residential,,False,mosque,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Museum,public,non-residential,,False,Museum,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Museum;Gaststätte,public,non-residential,,False,Museum,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Museum;Geschäft,public,non-residential,,False,Museum,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Museum;Toilette,public,non-residential,,False,Museum,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Museum;Touristisches Informationszentrum,public,non-residential,,False,Museum,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Mühle,agricultural,non-residential,,False,M??hle,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Mühle;Museum,agricultural,non-residential,,False,M??hle,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Müllbunker,industrial,non-residential,,False,garbage bunker,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Müllbunker;Supermarkt,industrial,non-residential,,False,garbage bunker,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Nach Quellenlage nicht zu spezifizieren,,unknown,,False,Cannot be specified based on sources,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Nach Quellenlage nicht zu spezifizieren;Sonstiges,others,,,False,Unspecified;Other,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,"Nach Quellenlage nicht zu spezifizieren;Stadt-, Torturm",others,,,False,Unspecified;City/Gate tower,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Nach Quellenlage nicht zu spezifizieren;Toilette,,unknown,,False,Cannot be specified based on sources,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Obdachlosenheim,public,residential,,False,homeless shelter,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Parkdeck,commercial,non-residential,,False,parking deck,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Parkdeck;Geschäft,commercial,non-residential,,False,parking deck,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Parkdeck;Tiefgarage,,non-residential,,True,parking deck,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Parkhaus,commercial,non-residential,,False,parking garage,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Parkhaus;Geschäft,commercial,non-residential,,False,parking garage,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Parkhaus;Parkdeck,commercial,non-residential,,False,parking garage,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Parkhaus;Parkdeck;Geschäft,commercial,non-residential,,False,parking garage,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Parkhaus;Supermarkt,commercial,non-residential,,False,parking garage,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Parkhaus;Tiefgarage,,non-residential,,True,parking garage,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Parlament,public,non-residential,,False,Parliament,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Pflanzenschauhaus,agricultural,non-residential,,False,plant show house,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Polizei,public,non-residential,,False,police,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Polizei;Bankfiliale,public,non-residential,,False,police,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
germany,Polizei;Bibliothek,public,non-residential,,False,police,"gov-germany-brandenburg,gov-germany-hessen,gov-germany-mecklenburg-vorpommern,gov-germany-nordrhein-westfalen,gov-germany-rheinland-pfalz,gov-germany-sachsen-anhalt,gov-germany-schleswig-holstein,gov-germany-thueringen"
